1boy,"1個男人,1男"
watanon_(gakushokutei),"watanon(學食亭)"
watanore,"渡邊"
watanuki_banri,"渡貫萬里"
watao,"哇淘"
watarabe_keiichi,"渡部圭一"
watarai_keiji,"渡井敬司"
watarase_jun,"渡瀨君"
wataru_(nextlevel),"渡(下一級)"
wataru_(zazazazazazawa),"渡(zazazazazawa)"
watarui,"渡井"
watashi_(jintai),"watashi(金泰)"
watatsuki_no_toyohime,"綿月之豐姬"
watch,"手錶"
watching,"觀看"
watching_television,"看電視"
watchmen,"守望者"
water,"水"
water_balloon,"水氣球"
water_bottle,"水瓶"
water_drop,"水滴"
water_gun,"水槍"
water_lily_flower,"睡蓮花,睡蓮科"
water_pastel_color,"水彩"
water_slide,"水滑梯"
water_tank,"水箱"
water_wheel,"水車"
water_yoyo,"水悠悠球"
watercolor,"水彩"
watercolor_(medium),"水彩,水彩(中)"
watercolor_paper,"水彩畫紙"
watercolor_pencil,"彩鉛"
watercolor_pencil_(medium),"水彩鉛筆,水彩筆(中號)"
watercolour,"水彩"
watercolour_pencil,"彩鉛"
watercraft,"船舶"
waterfall,"瀑布"
watering,"澆水"
watering_can,"噴壺"
waterkuma,"水熊"
watermark,"含水印"
watermarked,"含水印"
watermelon,"西瓜"
watermelon_bar,"西瓜條,西瓜冰棒"
watermelon_beachball,"西瓜沙灘球"
watermelon_print,"西瓜印花"
watermelon_seeds,"西瓜種子"
watermelon_slice,"西瓜片"
waterpark,"水上樂園"
waterring,"水環"
watersports,"尿尿"
waterswing,"水上搖擺"
watery_eyes,"水汪汪的眼睛"
watson_amelia,"沃森阿米莉亞"
watson_cross,"沃森十字,雙腿交叉站姿"
watsuki_ayamo,"綾茂綾木"
wattaro,"瓦太郎"
wattson_(apex_legends),"沃特森(頂點傳奇)"
wave,"招手"
wave_(world_wide_wave),"波(世界波)"
wave_hair_ornament,"波浪髮飾"
wave_print,"波浪紋"
waver_velvet,"波浪絨"
waver_velvet_(sensha_otoko),"搖擺天鵝絨(senshaotoko)"
waves,"波浪"
waving,"招手,揮手"
waving_arm,"揮動手臂"
waving_arms,"揮動手臂"
wavy_eyebrows,"波浪形眉毛"
wavy_eyes,"波浪形的眼睛"
wavy_hair,"自然捲,捲髮"
wavy_mouth,"抿嘴波浪形嘴,波浪嘴,薯片嘴型"
wax,"蠟"
wax_play,"打蠟"
wax_seal,"蠟封"
wazakita,"早北"
weapon,"武器"
weapon_bag,"武器包"
weapon_behind_back,"背後的武器"
weapon_case,"武器箱"
weapon_connection,"武器連線"
weapon_focus,"武器焦點"
weapon_merchant_cattleya,"武器商人卡特蘭"
weapon_on_back,"背部武器"
weapon_over_shoulder,"肩扛武器"
weapon_request,"武器請求"
weapon_shop,"武器店,武器商店"
weapongirl,"機娘"
weapons,"武器"
weasel,"黃鼠狼"
weasel_(close-to-the-edge),"黃鼠狼(接近邊緣)"
weasel_ears,"黃鼠狼耳朵"
weasel_tail,"黃鼠狼尾巴"
weather_report,"天氣報告"
weather_vane,"風向標"
weavile,"威維爾"
web_address,"網址"
webbed_feet,"蹼足"
webbed_hands,"蹼手"
webcam,"網路攝像頭"
webclap,"拍手"
wedding,"婚禮"
wedding_band,"婚戒"
wedding_dress,"婚禮連衣裙,婚紗"
wedding_kimono,"白無垢/日式嫁衣"
wedge_(tyrl_stride),"楔形(蒂爾步幅)"
wedge_heels,"坡跟鞋"
wedgie,"楔形後跟的女鞋"
wee_(weeyy),"凌晨(weeyy)"
weed_(astarone),"雜草(astarone)"
weedle,"雜草"
weeds,"雜草"
weedy_(arknights),"雜草(方舟之夜)"
weezing,"喘息"
wehrmacht,"國防軍"
wei_miao,"魏淼"
wei_xiao,"魏曉"
weibo_id,"微博id"
weibo_logo,"微博標誌"
weibo_username,"微博使用者名稱"
weidashming,"威達明"
weighing_scale,"體重秤"
weight,"重量"
weight_conscious,"體重意識"
weight_gain,"體重增加"
weightlifting,"舉重"
weights,"重量"
weiss_schnee,"魏斯施尼"
weisuoxin,"味索心"
welding_mask,"電焊面罩"
well,"嗯,出色地"
welrod_mk2,"韋爾羅德mk2"
welrod_mkii_(girls'_frontline),"welrodmkii(少女前線)"
welsh_corgi,"威爾士柯基犬"
welt_(kinsei_koutenkyoku),"世界(kinseikoutenkyoku)"
wendi_(nanoha),"文迪(nanoha)"
wendy's,"溫迪的"
wendy_(wendy's),"溫迪(溫迪的)"
wendy_marvell,"溫迪·馬維爾"
wendy_o._koopa,"溫迪庫帕"
wengwengchim,"翁文奇姆"
wenny02,"溫尼02157"
weno,"韋諾"
weno's_blonde_original_character,"weno的金髮原著角色"
werewolf,"狼人"
weri,"韋裡"
werkbau,"工廠"
weshika,"維希卡"
western,"西部風格"
western_comics_(style),"西方漫畫(風格)"
western_dragon,"西方龍,西龍"
western_parotia_(kemono_friends),"西部地區(kemono朋友)"
wet,"溼的"
wet.elephant,"溼象"
wet_blouse,"溼襯衫"
wet_clothes,"溼衣服"
wet_dress,"溼衣服,潮溼的衣服"
wet_face,"溼臉"
wet_hair,"溼頭髮"
wet_legwear,"溼腿褲"
wet_male_underwear,"溼男內褲"
wet_panties,"溼內褲"
wet_pantyhose,"溼連褲襪"
wet_shirt,"溼襯衫"
wet_shorts,"溼短褲"
wet_skirt,"溼裙"
wet_spot,"溼點"
wet_swimsuit,"溼泳衣"
wet_t-shirt,"溼襯衫"
wet_towel,"溼毛巾"
wetland,"溼地"
wetsuit,"潛水服"
wewe,"薇薇"
whale,"鯨魚"
whale_hair_ornament,"鯨魚頭飾"
whale_hat,"鯨魚帽"
whale_print,"鯨魚印花"
whale_shark,"鯨鯊"
whale_tail_(clothing),"鯨尾(服裝)"
what,"什麼"
wheat,"小麥"
wheat_field,"麥田"
wheel,"輪子"
wheel_o_feet,"腳輪"
wheelbarrow,"獨輪車"
wheelchair,"輪椅"
when_you_see_it,"當你看到它時"
whimsicott,"異想天開"
whip,"鞭,鞭子"
whip_(kof),"鞭子(kof)"
whip_marks,"鞭痕"
whip_sword,"鞭劍"
whipmarks,"鞭痕"
whipped_cream,"生奶油,打發的奶油"
whipping,"鞭打"
whips,"鞭"
whisk,"打蛋器"
whisker_markings,"晶須標記"
whiskers,"鬍鬚"
whiskey,"威士忌,威士忌酒"
whislash_(arknights),"whislash(方舟之夜)"
whismur,"耳語"
whisper_(youkai_watch),"耳語(妖怪手錶)"
whisperain_(arknights),"耳語(方舟之夜)"
whispering,"竊竊私語"
whistle,"口哨"
whistle_around_neck,"脖子上掛著口哨,脖子上吹口哨"
whistle_frog,"哨子青蛙"
whistlerx,"吹口哨x"
whistling,"吹口哨"
white-framed_eyewear,"白框眼鏡"
white-stew,"白燉"
white_(among_us),"白色(在我們中間)"
white_album,"白色專輯"
white_album_2,"白色專輯2"
white_apron,"白色圍裙"
white_armor,"白色盔甲"
white_ascot,"白色阿斯科特"
white_babydoll,"白色娃娃裝"
white_background,"白色背景"
white_bag,"白色包包"
white_bandana,"白色頭巾"
white_bandeau,"白色抹胸"
white_belt,"白帶"
white_bikini,"白色比基尼"
white_bird,"白鳥"
white_blindfold,"白色眼罩"
white_blood_cell_(hataraku_saibou),"白細胞(hatarakusaibou)"
white_bloomers,"白色燈籠褲"
white_bodysuit,"白色緊身連衣褲"
white_border,"白色邊框"
white_bow,"白色蝴蝶結"
white_bowtie,"白色領結"
white_bra,"白色文胸"
white_butterfly,"白蝴蝶"
white_camisole,"白色吊帶背心"
white_cape,"白色斗篷"
white_capelet,"白色披肩"
white_cardigan,"白色開衫"
white_cat,"白貓"
white_chocolate,"白巧克力"
white_choker,"白色項鍊"
white_cloak,"白色斗篷"
white_coat,"白大衣"
white_collar,"白領"
white_corset,"白色緊身胸衣"
white_curtains,"白色窗簾"
white_day,"白色情人節"
white_devil,"白魔"
white_dog,"白狗"
white_dress,"白色連衣裙"
white_eyes,"白色眼睛,白眼,白色的眼睛"
white_feathers,"白色羽毛"
white_flag,"白旗"
white_flower,"白花"
white_footwear,"白色鞋類"
white_fur,"白色毛皮"
white_gakuran,"白學蘭"
white_garter_belt,"白色吊襪帶"
white_garter_straps,"白色吊襪帶"
white_gloves,"白手套"
white_hair,"白髮"
white_hairband,"白色髮帶"
white_hakama,"白色袴"
white_headband,"白色頭帶"
white_headdress,"白色頭飾"
white_headwear,"白色頭飾"
white_heart,"白心"
white_hood,"白色罩"
white_hoodie,"白色連帽衫"
white_horns,"白角"
white_horse,"白馬"
white_jabot,"白色jabot"
white_jacket,"白色夾克"
white_jumpsuit,"白色連身褲"
white_kimono,"白色和服"
white_kneehighs,"白色過膝襪"
white_leggings,"白色緊身褲"
white_legwear,"白色腿裝,白色褲襪"
white_len_(tsukihime),"白len(月姬)"
white_leotard,"白色緊身衣"
white_lily,"白百合"
white_lion_(kemono_friends),"白獅(kemono朋友)"
white_lips,"白唇"
white_mage,"白法師"
white_mage_(fft),"白法師(fft)"
white_male_swimwear,"白色男泳裝"
white_male_underwear,"白色男內褲"
white_mask,"白色面具"
white_mittens,"白色連指手套"
white_nails,"白指甲"
white_neckerchief,"白色圍巾"
white_necktie,"白色領帶"
white_neckwear,"白色頸飾,白色領帶"
white_nightgown,"白色睡衣"
white_one-piece_swimsuit,"白色連體泳衣"
white_outline,"白色輪廓"
white_pajamas,"白色睡衣"
white_panties,"白色內褲"
white_pants,"白色褲子"
white_pantyhose,"白色連褲襪"
white_pubic_hair,"白色陰毛"
white_pupils,"白瞳"
white_rabbit_(alice_in_wonderland),"白兔(愛麗絲夢遊仙境)"
white_rabbit_(alice_in_wonderland)_(cosplay),"白兔(愛麗絲夢遊仙境)(角色扮演)"
white_rhinoceros_(kemono_friends),"白犀牛(kemono朋友)"
white_ribbon,"白絲帶"
white_robe,"白袍"
white_romper,"白色連身衣"
white_rose,"白玫瑰"
white_sailor_collar,"白色水手領"
white_sarong,"白色紗籠"
white_sash,"白色腰帶"
white_scarf,"白色圍巾"
white_scrunchie,"白色髮圈"
white_serafuku,"白色serafuku"
white_shawl,"白色披肩"
white_shirt,"白襯衫"
white_shorts,"白色短褲"
white_skin,"白皮膚"
white_skirt,"白色裙子"
white_sky,"白色的天空"
white_sleeves,"白色袖子,白袖"
white_snake,"白蛇"
white_sports_bra,"白色運動文胸"
white_stripes,"白色條紋"
white_suit,"白色西裝"
white_sweater,"白色毛衣"
white_tail,"白尾"
white_tank_top,"白色背心"
white_theme,"白色主題"
white_thighhighs,"白色過膝襪,白色長筒襪"
white_tiger,"白虎"
white_tiger_(kemono_friends),"白虎(kemono朋友)"
white_tiger_print,"白虎紋"
white_towel,"白毛巾"
white_tube_top,"白色抹胸"
white_tunic,"白色束腰外衣"
white_umbrella,"白傘"
white_uniform,"白色制服"
white_veil,"白色面紗"
white_vest,"白色背心"
white_wings,"白色的翅膀"
white_wolf,"白狼"
white_wrist_cuffs,"白色腕帶"
white_wristband,"白色腕帶"
whiteboard,"白板"
whitesmith_(ragnarok_online),"懷特史密斯(仙境傳說線上)"
whitney_(pokemon),"惠特尼(寵物小精靈)"
whoisshe,"呸呸呸"
whooo-ya,"哇哦"
whoopsatro,"吶喊"
whoosaku,"大作"
whorled_clouds,"旋渦狀的雲"
wi-z_garage,"wi-z車庫"
wicke_(pokemon),"邪惡(寵物小精靈)"
wide-eyed,"睜開眼睛,睜大眼睛"
wide_eyed,"睜大眼睛"
wide_eyes,"睜開眼睛"
wide_face,"寬臉"
wide_hips,"寬盆骨,寬臀"
wide_image,"寬幅影象,寬圖"
wide_oval_eyes,"橢圓形大眼睛"
wide_ponytail,"寬馬尾"
wide_shot,"廣角鏡頭"
wide_sleeves,"寬口袖子,寬袖"
wide_spread_legs,"闊腿"
widow's_peak,"寡婦峰,美人尖"
widowmaker_(overwatch),"寡婦製造者(守望先鋒)"
wife_and_wife,"妻子和妻子"
wig,"假髮"
wiggling_toes,"扭動腳趾"
wigglytuff,"搖擺不定"
wii_fit,"wii適合"
wii_fit_trainer,"wii健身教練"
wii_fit_trainer_(female),"wii健身教練(女)"
wii_remote,"wii遙控器"
wii_u,"wii你"
wikipedia,"維基百科"
wild_and_horned_hermit,"野生和有角的隱士"
wild_arms,"狂野的武器"
wild_arms_1,"狂野武器1"
wild_arms_2,"狂野武器2"
wild_arms_3,"狂野武器3"
wild_arms_4,"狂野武器4"
wild_arms_5,"狂野武器5"
wild_arms_xf,"野生武器xf"
wild_flower,"野花"
wild_geese,"大雁"
wild_tiger,"野生虎"
wilderness_bandit_risty,"荒野土匪risty"
wilhelmina_braunschweig_ingenohl_friedeburg,"威廉敏娜不倫瑞克英格諾爾弗裡德堡"
wilhelmina_carmel,"威廉敏娜·卡梅爾"
will_(pokemon),"將(口袋妖怪)"
will_anthonio_zeppeli,"安東尼奧·齊佩利"
willard_h._wright,"威拉德小時。賴特"
william_shakespeare_(fate),"威廉·莎士比亞(fate)"
willow,"柳樹"
wilma_bishop,"威爾瑪主教"
wily_beast_and_weakest_creature,"狡猾的野獸和最弱的生物"
wince,"畏懼的,閉一隻眼,畏縮"
winchester_model_1897,"溫徹斯特模型1897"
wind,"風"
wind_chime,"風鈴"
wind_lift,"風升力"
wind_sneaker_(elsword),"風運動鞋(elsword)"
wind_turbine,"風力渦輪機"
winda_priestess_of_gusto,"熱情的溫達女祭司"
windart,"風車"
windforcelan,"風力發電機"
winding_key,"上弦鍵"
windmill,"風車"
window,"視窗"
window1228,"視窗1228"
window_(computing),"視窗(計算)"
window_fog,"窗霧"
window_shade,"百葉窗"
windows,"窗戶"
windowsill,"窗臺"
windsock,"風向袋"
windy,"大風"
wine,"葡萄酒"
wine_bottle,"酒瓶"
wine_glass,"酒杯"
wing,"翅膀/翼"
wing_brooch,"翅膀胸針"
wing_censor,"機翼檢查器,用翅膀打碼"
wing_collar,"翼領"
wing_ears,"翼耳"
wing_gundam_zero_custom,"翼高達零定製"
wing_hair_ornament,"翼髮飾"
wing_helmet,"帶翅膀的頭盔"
wing_hug,"抱抱"
wing_ornament,"翼飾"
wing_print,"翼印"
winged_arms,"帶翅膀的武器"
winged_backpack,"帶翅膀的揹包"
winged_bag,"翼袋"
winged_footwear,"帶翅膀的鞋類"
winged_fusiliers,"有翼燧發槍手"
winged_hair_ornament,"帶翅膀的髮飾"
winged_hat,"帶翅膀的帽子"
winged_heart,"帶翅膀的心"
winged_helmet,"帶翼頭盔,帶翅膀的頭盔"
winged_unicorn,"有翅膀的獨角獸"
wingheart,"翼心"
wings,"翅膀,翅膀/翼"
wingull,"翼鷗"
wink,"一隻眼睛閉著"
winking_(animated),"眨眼(動畫)"
winn,"贏了"
winnie_the_pooh,"小熊維尼"
winning_ticket_(umamusume),"中獎券(umamusume)"
winona_(pokemon),"薇諾娜(寵物小精靈)"
winry_rockbell,"溫瑞羅克貝爾"
winston_(overwatch),"溫斯頓(守望先鋒)"
winter,"冬天"
winter_clothes,"冬裝"
winter_coat,"冬季大衣"
winter_schnee,"冬雪"
winter_soldier,"冬兵"
winter_uniform,"冬季制服"
wiping,"擦拭"
wiping_eyes,"揉眼睛"
wiping_face,"擦臉"
wiping_forehead,"擦額頭"
wiping_mouth,"擦嘴"
wiping_nose,"擦鼻子"
wiping_sweat,"擦汗"
wiping_tears,"擦眼淚"
wire,"電線"
wireless,"無線"
wireless_earphones,"無線耳機"
wisespeak,"智者"
wishiwashi,"願望"
wishiwashi_(school),"wishiwashi(學校)"
wishiwashi_(solo),"wishiwashi(個展)"
wisteria,"紫藤"
witch,"巫婆,女巫/魔女"
witch's_labyrinth,"女巫的迷宮"
witch_(madoka_magica),"女巫(魔法小圓)"
witch_(puyopuyo),"女巫(puyopuyo)"
witch_costume,"女巫/魔女"
witch_craft_works,"巫術作品"
witch_hat,"女巫帽"
witch_mercy,"女巫憐憫"
witchblade,"女巫之刃"
witches_hat,"女巫帽"
witches_of_africa,"非洲女巫"
with_you,"和你在一起"
wixoss,"蠟筆"
wiz_anniversary,"奇才週年紀念"
wizard,"巫師"
wizard_(ragnarok_online),"巫師(仙境傳說線上)"
wizard_hat,"巫師帽,法師帽"
wk_(low-f),"周(低-f)"
wnb_mark,"wnb標記"
wo-class_aircraft_carrier,"wo級航空母艦"
wo-class_aircraft_carrier_(cosplay),"wo級航母(cosplay)"
wobbuffet,"自助餐"
wok,"炒鍋"
wokada,"和田"
wolf,"狼"
wolf's_gravestone_(genshin_impact),"狼的末路/狼末(原神)"
wolf_(league_of_legends),"狼(英雄聯盟)"
wolf_boy,"狼小子"
wolf_costume,"狼裝"
wolf_ears,"狼耳朵"
wolf_girl,"狼女孩"
wolf_hood,"狼頭罩"
wolf_link,"狼連結"
wolf_o'donnell,"沃爾夫·奧唐奈"
wolf_paws,"狼爪"
wolf_pelt,"狼皮"
wolf_spirit_(touhou),"狼靈(東方)"
wolf_tail,"狼尾"
wolflong,"狼龍"
wolfrun,"狼跑"
wolksheep,"狼羊"
wolverine,"金剛狼"
womi,"女人"
won_(az_hybrid),"韓元(az混合動力車)"
wonder_egg_priority,"奇蹟蛋優先"
wonder_festival,"奇蹟節"
wonder_festival_2007,"奇蹟節2007"
wonder_woman_(series),"神奇女俠(系列)"
wonderful_rush,"精彩的匆忙"
wonderland_wars,"仙境戰爭"
woobat,"嗚巴"
wood,"木材"
wood_carving_tool,"木雕工具"
wooden_bench,"木凳"
wooden_box,"木箱"
wooden_bridge,"木橋"
wooden_bucket,"木桶"
wooden_ceiling,"木製天花板"
wooden_chair,"木椅"
wooden_door,"木門"
wooden_fence,"木柵欄"
wooden_floor,"木地板"
wooden_horse,"木馬"
wooden_lantern,"木燈籠"
wooden_pencil,"木製鉛筆"
wooden_spoon,"木勺"
wooden_staff,"木杖"
wooden_sword,"木劍"
wooden_table,"木桌"
wooden_wall,"木牆"
woodland_camouflage,"林地迷彩"
woods,"森林/樹"
woofycakes,"伍菲蛋糕"
wool,"羊毛"
wool_(miwol),"羊毛(miwol)"
woollen_cap,"羊毛帽"
wooloo,"羊毛"
wooper,"伍珀"
words_worth,"字數"
working,"工作"
working!!,"工作！！"
workshop,"作坊,創意工坊"
world's_end_dancehall_(vocaloid),"世界盡頭舞廳(vocaloid)"
world_cup,"世界盃"
world_flipper,"世界腳蹼"
world_is_mine_(vocaloid),"世界是我的(vocaloid)"
world_masterpiece_theater,"世界名作劇場"
world_of_tanks,"坦克世界"
world_of_warcraft,"魔獸世界"
world_of_warships,"戰艦世界"
world_trigger,"世界觸發器"
world_war_i,"第一次世界大戰"
world_war_ii,"二戰"
world_witches_series,"世界女巫系列"
worm,"蠕蟲"
worried,"擔心,擔憂的"
worst_quality,"糟糕質量"
wounds404,"傷口404"
wowoguni,"窩窩國"
wraith's_kunai,"幽靈的苦無"
wraith_(apex_legends),"幽靈(頂級傳奇)"
wrapped_bento,"包好的便當"
wrapped_candy,"包裹糖果"
wrapped_up,"結束"
wrapper,"包裝紙"
wreath,"花圈,花環"
wreck-it_ralph,"破壞拉爾夫"
wreckage,"殘骸"
wrench,"扳手"
wrestle_angels,"摔跤天使"
wrestle_angels_survivor,"摔跤天使倖存者"
wrestle_angels_survivor_2,"摔跤天使倖存者2"
wrestler,"摔跤手"
wrestling,"摔跤"
wrestling_mask,"摔跤面具"
wrestling_outfit,"摔跤服"
wrestling_ring,"摔跤戒指"
wriggle_nightbug,"蠕動夜蟲"
wringing_clothes,"擰衣服"
wringing_skirt,"絞紗裙"
wrinkled_fabric,"褶皺面料"
wrinkled_skin,"皺紋的皮膚"
wrist_band,"腕帶"
wrist_bands,"腕帶"
wrist_bow,"腕弓"
wrist_cuff,"腕飾"
wrist_cuffs,"腕飾,手腕袖口"
wrist_cutting,"手腕切割"
wrist_extended,"手腕伸展"
wrist_flower,"腕花"
wrist_guards,"護腕"
wrist_ribbon,"腕帶"
wrist_scrunchie,"手腕髮圈"
wrist_straps,"腕帶"
wrist_wrap,"腕帶"
wristband,"腕帶"
wristbands,"腕帶"
wristcuff,"腕飾"
wristcuffs,"腕飾"
wristlet,"腕帶"
wrists_extended,"手腕伸展"
wristwatch,"手錶"
writing,"寫作"
writing_on_body,"身上有字"
wrong_feet,"錯誤的腳"
wrong_hand,"錯誤的手"
wu_ganlan_cai,"吳甘藍菜"
wu_zetian_(fate),"武則天(fate)"
wu_zetian_(first_ascension)_(fate),"武則天(第一次昇天)(fate)"
wulazula,"烏拉祖拉"
wumumu,"五木木"
wurmple,"蠕蟲"
wuwusan,"五五三"
wuxian_(the_legend_of_luoxiaohei),"五仙(洛小黑傳說)"
wwe,"美國職業摔跤"
wynaut,"維諾"
wynn_the_wind_charmer,"永利風之使者"
wyrm,"蛟龍"
wyvern,"飛龍"
x-men,"x戰警"
x-ray,"x光,透視人體內部,x射線"
x-ray_glasses,"x光眼鏡"
x-ray_vision,"x射線視覺"
x-shaped_pupils,"x形眼睛,x形瞳孔,X形眼睛"
x_anus,"x肛門"
x_arms,"x武器"
x_fingers,"x手指"
x_hair_ornament,"x髮飾"
x_navel,"x肚臍"
xander_(fire_emblem),"xander(火徽)"
xayah,"霞"
xblaze_code:_embryo,"xblaze程式碼：胚胎"
xbox_360,"的xbox360"
xenoblade_chronicles:_future_connected,"異種之刃編年史：未來互聯"
xenoblade_chronicles_(series),"異種之刃編年史(系列)"
xenoblade_chronicles_1,"異種之刃編年史1"
xenoblade_chronicles_2,"異種之刃編年史2"
xenoblade_chronicles_3,"異種之刃編年史3"
xenoblade_chronicles_x,"異種之刃編年史x"
xenogears,"異種裝備"
xenomorph,"異形"
xenosaga,"異種傳說"
xenosaga_episode_i,"異種傳說第一集"
xenosaga_episode_iii,"異種傳說第三集"
xephyrks,"火蜥蜴"
xero,"施樂"
xi_gundam,"xi高達"
xia_(ryugo),"夏(ryugo)"
xia_you_qing,"夏有情"
xiaji,"夏吉"
xian_jian_qi_xia_zhuan_(series),"仙劍奇俠傳(系列)"
xiang_yu_(fate),"向宇(fate)"
xiangling_(genshin_impact),"香菱(原神)"
xiangtu,"象圖"
xiangzi_box,"祥子盒"
xiao_(genshin_impact),"魈(原神)"
xiao_chichi,"小池池"
xiao_dianshi,"小點石"
xiao_qiang_(overseas),"小強(海外)"
xiao_rui_rui,"小睿睿"
xiaobanbei_milk,"小半杯牛奶"
xiaodi,"小迪"
xiaolang,"小浪"
xiaomu,"小木"
xiaosamiao,"小三廟"
xiaosan_ye,"小三葉"
xiaoshou_xiansheng,"小手先生"
xiaoxi0619,"小西0619"
xiaoyin_li,"李小銀"
xichii,"西池"
xiho_(xi_ho_),"喜和(喜和)"
xilmo,"西摩"
xin_yu_hua_yin,"新宇華銀"
xingchen,"星辰"
xingqiu_(genshin_impact),"行秋(原神)"
xinyan_(genshin_impact),"辛焱(原神)"
xinzoruo,"新佐若"
xion_(kingdom_hearts),"xion(王國之心)"
xiujia_yihuizi,"秀家義會子"
xmas,"聖誕節"
xp_home-tan,"xp家庭棕褐色"
xray,"透視人體內部"
xu_fu_(fate),"徐福(fate)"
xuangzang_sanzang_(fate),"玄奘三藏(fate)"
xude,"徐德"
xue_lu,"雪露"
xuhuai_(the_legend_of_luoxiaohei),"徐懷(洛小黑傳說)"
xxxholic,"色情狂"
xxzero,"xx零"
y_(khakiyawn),"y(卡其色)"
y_naf,"是的"
yabai_gorilla,"亞白大猩猩"
yabu_q,"雅布q"
yabuki_kana,"矢吹假名"
yabuki_kentarou,"矢吹健太郎"
yachi_hitoka,"谷地人岡"
yachima_tana,"八千真奈"
yada_ei,"雅達ei"
yadapot,"雅達壺"
yadokari_genpachirou,"宿狩玄八郎"
yadokugaeru,"夜幕降臨"
yadomi_jinta,"夜見人太"
yae_(ganbare_goemon),"八重(ganbaregoemon)"
yae_kasumi,"八重霞"
yae_miko,"八重巫女"
yae_miko_(fox),"八重巫女(狐狸)"
yae_sakura,"八重櫻"
yae_sakura_(darkbolt_jonin),"八重櫻(暗箭上忍)"
yae_sakura_(flame_sakitama),"八重櫻(火焰崎玉)"
yae_sakura_(goushinnso_memento),"八重櫻(goushinnsomemento)"
yae_sakura_(gyakushinn_miko),"八重櫻(gyakushinnmiko)"
yaegashi_nan,"八重石南"
yaezawa_natori,"八澤名取"
yagami_(mukage),"夜神(mukage)"
yagami_hayate,"八神速風"
yagami_hikari,"八神光"
yagami_iori,"八神八神"
yagami_kou,"八神口"
yagami_light,"八神燈"
yagami_makino,"八神牧野"
yagami_taichi,"八神太極"
yagasuri,"矢笠"
yagate_kimi_ni_naru,"矢門君二鳴"
yagen_toushirou,"矢根藤四郎"
yagi_(ningen),"八木(人間)"
yagi_toshinori,"八木敏德"
yagiri_namie,"矢切奈美惠"
yagokoro,"八所"
yagokoro_eirin,"八所永凜"
yagoo,"雅谷"
yaguo,"亞果"
yagyuu_(senran_kagura),"yagyuu(閃亂神樂)"
yahagi_(kancolle),"矢作(艦娘)"
yahagi_kai_ni_(kancolle),"yahagikaini(艦娘)"
yahako,"夜叉"
yai_(hachihito),"亞伊(八人)"
yaia_(granblue_fantasy),"yaia(碧藍幻想)"
yaise,"亞瑟"
yajiro_masaru,"矢次郎勝"
yak_(kemono_friends),"犛牛(kemono朋友)"
yaki_mayu,"烤馬玉"
yakibuta_(shimapow),"烤肉(shimapow)"
yakihebi,"烤河比"
yakiimo,"燒餅,烤白薯"
yakimi_27,"烤肉27"
yakin_byoutou,"烤肉白頭"
yakiniku,"烤肉"
yakisoba,"炒麵"
yakisobapan_tarou_&_negitoro-ko,"炒麵太郎&negitoro-ko"
yakitate!!_japan,"烤肉！！日本"
yakitomato,"烤番茄"
yakitori,"烤雞肉串"
yakka,"夜叉"
yakui,"藥葵"
yakult,"養樂多"
yakumo_mitama,"八雲三魂"
yakumo_nanahara,"八雲七原"
yakumo_ran,"八雲跑"
yakumo_ran_(cosplay),"八雲奔(cosplay)"
yakumo_ran_(fox),"八雲跑(狐狸)"
yakumo_yukari,"八雲由加里"
yakumo_yukari_(cosplay),"八雲由加里(角色扮演)"
yakumo_yukari_(young),"八雲由加里(年輕)"
yakushiji_saaya,"藥師綾綾"
yakuza,"黑幫"
yama_no_susume,"山之未然"
yamaada,"山田"
yamaboshi_private_high_school_uniform,"yamaboshi私立高中制服"
yamabuki_(yusuraume),"山吹(yusuraume)"
yamabuki_inori,"山吹伊諾里"
yamabuki_saaya,"山吹紗綾"
yamabukiiro,"山吹色"
yamabushi_kunihiro,"山伏國弘"
yamacchi,"山町"
yamada_(gotyui),"山田(gotyui)"
yamada_ako,"山田赤子"
yamada_anna,"山田安娜"
yamada_aoi,"山田葵"
yamada_elf,"山田精靈"
yamada_hifumi,"山田希文"
yamada_ichizoku,"山田一族"
yamada_koutarou,"山田光太郎"
yamada_masaki,"山田正樹"
yamada_michiru,"山田道留"
yamada_ranga,"山田蘭加"
yamada_rei_(rou),"山田玲(rou)"
yamada_tae,"山田泰"
yamada_yui,"山田由衣"
yamadori_ofuu,"山通大風"
yamadori_yoshitomo,"山通義智"
yamagami_karuta,"山神紙牌"
yamagami_lucy,"山神露西"
yamagishi_fuuka,"山岸風香"
yamagishi_yukako,"山岸由香子"
yamagou_ayumi,"山鄉步美"
yamaguchi_(shinigami-no-barad),"山口(shinigami-no-barad)"
yamaguchi_homupe,"山口本平"
yamaguchi_kisaragi,"山口如月"
yamaguchi_satoshi,"山口聰"
yamaguchi_shinnosuke,"山口真之介"
yamaguchi_tamon,"山口多紋"
yamaguchi_ugou,"山口鷗"
yamaguchi_yuu,"山口悠"
yamagumo_(kancolle),"山雲(艦娘)"
yamaha,"雅馬哈"
yamaha_tsui,"雅馬哈咀"
yamai,"雅麥"
yamai_kaguya,"八井輝夜"
yamai_yuzuru,"山井夕鶴"
yamaioni_(sasakama),"山尾(笹間)"
yamaishi_(mukoubuti),"山石(mukoubuti)"
yamaiwa_shuuhai,"山岩書海"
yamakawa,"山川"
yamakaze_(kancolle),"山風(艦娘)"
